"","orig.ident","nCount_RNA","nFeature_RNA","STIM","SAMP","PND"
"41#24#74_5","SeuratProject",535,30,"il1","AR010","P3"
"41#26#84_5","SeuratProject",1158,25,"il1","AR010","P3"
"41#4#72_5","SeuratProject",296,29,"il1","AR010","P3"
"41#40#37_5","SeuratProject",406,30,"il1","AR010","P3"
"41#46#41_5","SeuratProject",658,29,"il1","AR010","P3"
"41#51#15_5","SeuratProject",315,23,"il1","AR010","P3"
"41#58#94_5","SeuratProject",1756,37,"il1","AR010","P3"
"41#66#59_5","SeuratProject",366,25,"il1","AR010","P3"
"41#67#59_5","SeuratProject",124,23,"il1","AR010","P3"
"41#69#17_5","SeuratProject",173,23,"il1","AR010","P3"
"41#73#73_5","SeuratProject",186,19,"il1","AR010","P3"
"41#75#77_5","SeuratProject",595,25,"il1","AR010","P3"
"41#78#71_5","SeuratProject",527,28,"il1","AR010","P3"
"42#10#19_5","SeuratProject",404,29,"il1","AR010","P3"
"42#14#34_5","SeuratProject",528,24,"il1","AR010","P3"
"42#14#38_5","SeuratProject",264,26,"il1","AR010","P3"
"42#15#25_5","SeuratProject",304,27,"il1","AR010","P3"
"42#16#20_5","SeuratProject",228,30,"il1","AR010","P3"
"42#21#62_5","SeuratProject",999,31,"il1","AR010","P3"
"42#24#19_5","SeuratProject",388,25,"il1","AR010","P3"
"42#27#13_5","SeuratProject",338,23,"il1","AR010","P3"
"42#29#9_5","SeuratProject",616,33,"il1","AR010","P3"
"42#31#34_5","SeuratProject",148,23,"il1","AR010","P3"
"42#39#15_5","SeuratProject",454,26,"il1","AR010","P3"
"42#39#90_5","SeuratProject",617,26,"il1","AR010","P3"
"42#43#6_5","SeuratProject",238,27,"il1","AR010","P3"
"42#48#92_5","SeuratProject",236,25,"il1","AR010","P3"
"42#54#12_5","SeuratProject",202,24,"il1","AR010","P3"
"42#66#75_5","SeuratProject",165,22,"il1","AR010","P3"
"42#74#7_5","SeuratProject",449,25,"il1","AR010","P3"
"42#81#37_5","SeuratProject",3054,35,"il1","AR010","P3"
"42#84#33_5","SeuratProject",187,21,"il1","AR010","P3"
"42#84#69_5","SeuratProject",145,19,"il1","AR010","P3"
"42#9#31_5","SeuratProject",184,19,"il1","AR010","P3"
"43#1#5_5","SeuratProject",210,23,"il1","AR010","P3"
"43#13#19_5","SeuratProject",295,15,"il1","AR010","P3"
"43#13#51_5","SeuratProject",1244,32,"il1","AR010","P3"
"43#20#1_5","SeuratProject",281,22,"il1","AR010","P3"
"43#38#1_5","SeuratProject",776,34,"il1","AR010","P3"
"43#47#6_5","SeuratProject",753,27,"il1","AR010","P3"
"43#51#6_5","SeuratProject",817,31,"il1","AR010","P3"
"43#55#37_5","SeuratProject",97,16,"il1","AR010","P3"
"43#57#90_5","SeuratProject",149,23,"il1","AR010","P3"
"43#83#71_5","SeuratProject",241,28,"il1","AR010","P3"
"44#20#83_5","SeuratProject",508,28,"il1","AR010","P3"
"44#23#34_5","SeuratProject",938,29,"il1","AR010","P3"
"44#26#30_5","SeuratProject",934,26,"il1","AR010","P3"
"44#39#2_5","SeuratProject",147,21,"il1","AR010","P3"
"44#4#13_5","SeuratProject",721,29,"il1","AR010","P3"
"44#4#41_5","SeuratProject",641,29,"il1","AR010","P3"
"44#65#40_5","SeuratProject",94,13,"il1","AR010","P3"
"44#66#22_5","SeuratProject",175,16,"il1","AR010","P3"
"44#7#14_5","SeuratProject",145,20,"il1","AR010","P3"
"44#78#25_5","SeuratProject",145,24,"il1","AR010","P3"
"44#78#29_5","SeuratProject",1161,29,"il1","AR010","P3"
"44#78#60_5","SeuratProject",683,29,"il1","AR010","P3"
"44#79#13_5","SeuratProject",532,32,"il1","AR010","P3"
"45#17#90_5","SeuratProject",354,22,"il1","AR010","P3"
"45#33#18_5","SeuratProject",801,30,"il1","AR010","P3"
"45#35#50_5","SeuratProject",154,19,"il1","AR010","P3"
"45#35#91_5","SeuratProject",335,20,"il1","AR010","P3"
"45#39#43_5","SeuratProject",144,24,"il1","AR010","P3"
"45#40#53_5","SeuratProject",204,22,"il1","AR010","P3"
"45#45#20_5","SeuratProject",190,24,"il1","AR010","P3"
"45#6#82_5","SeuratProject",167,23,"il1","AR010","P3"
"45#63#37_5","SeuratProject",418,30,"il1","AR010","P3"
"45#63#71_5","SeuratProject",371,30,"il1","AR010","P3"
"45#7#90_5","SeuratProject",165,29,"il1","AR010","P3"
"45#73#40_5","SeuratProject",162,24,"il1","AR010","P3"
"45#78#67_5","SeuratProject",789,30,"il1","AR010","P3"
"45#79#63_5","SeuratProject",2057,32,"il1","AR010","P3"
"46#1#30_5","SeuratProject",831,26,"il1","AR010","P3"
"46#11#36_5","SeuratProject",504,24,"il1","AR010","P3"
"46#12#27_5","SeuratProject",821,31,"il1","AR010","P3"
"46#13#44_5","SeuratProject",236,22,"il1","AR010","P3"
"46#21#43_5","SeuratProject",389,26,"il1","AR010","P3"
"46#25#68_5","SeuratProject",350,30,"il1","AR010","P3"
"46#3#41_5","SeuratProject",213,24,"il1","AR010","P3"
"46#31#67_5","SeuratProject",543,31,"il1","AR010","P3"
"46#4#21_5","SeuratProject",534,25,"il1","AR010","P3"
"46#41#4_5","SeuratProject",469,26,"il1","AR010","P3"
"46#42#87_5","SeuratProject",210,24,"il1","AR010","P3"
"46#45#3_5","SeuratProject",1404,34,"il1","AR010","P3"
"46#45#59_5","SeuratProject",1151,34,"il1","AR010","P3"
"46#45#79_5","SeuratProject",261,31,"il1","AR010","P3"
"46#46#4_5","SeuratProject",201,22,"il1","AR010","P3"
"46#48#1_5","SeuratProject",415,24,"il1","AR010","P3"
"46#48#78_5","SeuratProject",809,34,"il1","AR010","P3"
"46#51#22_5","SeuratProject",401,29,"il1","AR010","P3"
"46#53#65_5","SeuratProject",188,21,"il1","AR010","P3"
"46#57#22_5","SeuratProject",75,16,"il1","AR010","P3"
"46#58#69_5","SeuratProject",120,22,"il1","AR010","P3"
"46#66#57_5","SeuratProject",96,16,"il1","AR010","P3"
"46#69#18_5","SeuratProject",304,27,"il1","AR010","P3"
"46#8#69_5","SeuratProject",525,30,"il1","AR010","P3"
"47#14#8_5","SeuratProject",1201,27,"il1","AR010","P3"
"47#18#40_5","SeuratProject",176,23,"il1","AR010","P3"
"47#19#69_5","SeuratProject",213,21,"il1","AR010","P3"
"47#25#11_5","SeuratProject",236,24,"il1","AR010","P3"
"47#49#69_5","SeuratProject",258,30,"il1","AR010","P3"
"47#67#56_5","SeuratProject",131,25,"il1","AR010","P3"
"47#84#56_5","SeuratProject",422,25,"il1","AR010","P3"
"48#18#67_5","SeuratProject",217,25,"il1","AR010","P3"
"48#20#43_5","SeuratProject",135,22,"il1","AR010","P3"
"48#21#17_5","SeuratProject",160,19,"il1","AR010","P3"
"48#24#13_5","SeuratProject",369,23,"il1","AR010","P3"
"48#24#58_5","SeuratProject",601,33,"il1","AR010","P3"
"48#36#12_5","SeuratProject",926,31,"il1","AR010","P3"
"48#36#31_5","SeuratProject",394,17,"il1","AR010","P3"
"48#36#60_5","SeuratProject",167,24,"il1","AR010","P3"
"48#4#82_5","SeuratProject",783,33,"il1","AR010","P3"
"48#68#4_5","SeuratProject",556,27,"il1","AR010","P3"
"48#70#49_5","SeuratProject",122,19,"il1","AR010","P3"
"48#83#11_5","SeuratProject",1678,35,"il1","AR010","P3"
"48#87#64_5","SeuratProject",749,30,"il1","AR010","P3"
"48#89#32_5","SeuratProject",943,31,"il1","AR010","P3"
"48#92#18_5","SeuratProject",275,28,"il1","AR010","P3"
"48#94#89_5","SeuratProject",278,25,"il1","AR010","P3"
"48#95#1_5","SeuratProject",642,29,"il1","AR010","P3"
"48#95#64_5","SeuratProject",331,32,"il1","AR010","P3"
"49#12#34_5","SeuratProject",975,28,"il1","AR010","P3"
"49#13#16_5","SeuratProject",106,14,"il1","AR010","P3"
"49#21#23_5","SeuratProject",171,23,"il1","AR010","P3"
"49#21#45_5","SeuratProject",183,19,"il1","AR010","P3"
"49#24#54_5","SeuratProject",544,33,"il1","AR010","P3"
"49#25#18_5","SeuratProject",170,22,"il1","AR010","P3"
"49#38#34_5","SeuratProject",94,13,"il1","AR010","P3"
"49#38#79_5","SeuratProject",158,21,"il1","AR010","P3"
"49#45#42_5","SeuratProject",126,20,"il1","AR010","P3"
"49#45#69_5","SeuratProject",247,27,"il1","AR010","P3"
"49#58#63_5","SeuratProject",201,23,"il1","AR010","P3"
"49#60#73_5","SeuratProject",421,21,"il1","AR010","P3"
"49#61#4_5","SeuratProject",2772,33,"il1","AR010","P3"
"49#63#22_5","SeuratProject",206,26,"il1","AR010","P3"
"49#79#80_5","SeuratProject",1590,34,"il1","AR010","P3"
"49#80#42_5","SeuratProject",199,26,"il1","AR010","P3"
"49#85#48_5","SeuratProject",1142,29,"il1","AR010","P3"
"49#90#21_5","SeuratProject",546,30,"il1","AR010","P3"
"49#94#33_5","SeuratProject",180,23,"il1","AR010","P3"
"5#16#70_5","SeuratProject",513,30,"il1","AR010","P3"
"5#21#73_5","SeuratProject",497,29,"il1","AR010","P3"
"5#24#10_5","SeuratProject",130,22,"il1","AR010","P3"
"5#26#12_5","SeuratProject",79,13,"il1","AR010","P3"
"5#3#49_5","SeuratProject",713,22,"il1","AR010","P3"
"5#39#94_5","SeuratProject",382,26,"il1","AR010","P3"
"5#41#13_5","SeuratProject",1576,34,"il1","AR010","P3"
"5#51#80_5","SeuratProject",320,29,"il1","AR010","P3"
"5#54#13_5","SeuratProject",304,24,"il1","AR010","P3"
"5#55#7_5","SeuratProject",221,13,"il1","AR010","P3"
"5#59#65_5","SeuratProject",87,15,"il1","AR010","P3"
"5#66#45_5","SeuratProject",276,25,"il1","AR010","P3"
"5#68#8_5","SeuratProject",321,22,"il1","AR010","P3"
"5#69#9_5","SeuratProject",243,26,"il1","AR010","P3"
"5#70#11_5","SeuratProject",246,27,"il1","AR010","P3"
"5#70#64_5","SeuratProject",706,33,"il1","AR010","P3"
"5#72#55_5","SeuratProject",272,28,"il1","AR010","P3"
"5#75#42_5","SeuratProject",246,20,"il1","AR010","P3"
"5#8#5_5","SeuratProject",161,24,"il1","AR010","P3"
"5#8#85_5","SeuratProject",701,27,"il1","AR010","P3"
"5#83#21_5","SeuratProject",289,30,"il1","AR010","P3"
"5#85#28_5","SeuratProject",137,23,"il1","AR010","P3"
"5#85#31_5","SeuratProject",148,25,"il1","AR010","P3"
"5#95#48_5","SeuratProject",1035,28,"il1","AR010","P3"
"5#95#67_5","SeuratProject",522,28,"il1","AR010","P3"
"50#17#38_5","SeuratProject",203,24,"il1","AR010","P3"
"50#17#80_5","SeuratProject",169,14,"il1","AR010","P3"
"50#34#24_5","SeuratProject",1281,35,"il1","AR010","P3"
"50#4#4_5","SeuratProject",733,28,"il1","AR010","P3"
"50#50#18_5","SeuratProject",227,24,"il1","AR010","P3"
"50#52#94_5","SeuratProject",867,34,"il1","AR010","P3"
"50#56#14_5","SeuratProject",1455,41,"il1","AR010","P3"
"50#56#52_5","SeuratProject",1073,26,"il1","AR010","P3"
"50#6#29_5","SeuratProject",258,17,"il1","AR010","P3"
"50#6#33_5","SeuratProject",535,33,"il1","AR010","P3"
"50#77#44_5","SeuratProject",778,32,"il1","AR010","P3"
"50#81#47_5","SeuratProject",758,24,"il1","AR010","P3"
"50#87#46_5","SeuratProject",128,23,"il1","AR010","P3"
"51#10#28_5","SeuratProject",570,25,"il1","AR010","P3"
"51#13#6_5","SeuratProject",2340,37,"il1","AR010","P3"
"51#21#36_5","SeuratProject",555,31,"il1","AR010","P3"
"51#23#52_5","SeuratProject",251,19,"il1","AR010","P3"
"51#26#37_5","SeuratProject",336,27,"il1","AR010","P3"
"51#49#5_5","SeuratProject",194,13,"il1","AR010","P3"
"51#59#55_5","SeuratProject",662,34,"il1","AR010","P3"
"51#6#66_5","SeuratProject",180,24,"il1","AR010","P3"
"51#69#21_5","SeuratProject",647,25,"il1","AR010","P3"
"51#74#50_5","SeuratProject",353,23,"il1","AR010","P3"
"51#75#17_5","SeuratProject",566,28,"il1","AR010","P3"
"51#75#64_5","SeuratProject",335,28,"il1","AR010","P3"
"51#84#58_5","SeuratProject",571,33,"il1","AR010","P3"
"51#92#91_5","SeuratProject",406,23,"il1","AR010","P3"
"51#93#49_5","SeuratProject",1093,31,"il1","AR010","P3"
"52#11#59_5","SeuratProject",3132,36,"il1","AR010","P3"
"52#23#39_5","SeuratProject",1910,33,"il1","AR010","P3"
"52#30#11_5","SeuratProject",419,24,"il1","AR010","P3"
"52#32#10_5","SeuratProject",980,34,"il1","AR010","P3"
"52#40#5_5","SeuratProject",235,24,"il1","AR010","P3"
"52#43#63_5","SeuratProject",310,20,"il1","AR010","P3"
"52#47#27_5","SeuratProject",663,27,"il1","AR010","P3"
"52#48#44_5","SeuratProject",501,27,"il1","AR010","P3"
"52#51#75_5","SeuratProject",2775,34,"il1","AR010","P3"
"52#52#14_5","SeuratProject",525,32,"il1","AR010","P3"
"52#54#18_5","SeuratProject",264,25,"il1","AR010","P3"
"52#65#47_5","SeuratProject",136,22,"il1","AR010","P3"
"52#68#11_5","SeuratProject",454,25,"il1","AR010","P3"
"52#68#26_5","SeuratProject",535,22,"il1","AR010","P3"
"52#7#47_5","SeuratProject",339,18,"il1","AR010","P3"
"52#78#81_5","SeuratProject",413,26,"il1","AR010","P3"
"52#79#81_5","SeuratProject",161,22,"il1","AR010","P3"
"52#8#8_5","SeuratProject",80,20,"il1","AR010","P3"
"52#84#11_5","SeuratProject",122,18,"il1","AR010","P3"
"52#87#5_5","SeuratProject",2027,37,"il1","AR010","P3"
"52#90#1_5","SeuratProject",494,26,"il1","AR010","P3"
"53#11#49_5","SeuratProject",171,23,"il1","AR010","P3"
"53#12#40_5","SeuratProject",371,29,"il1","AR010","P3"
"53#16#10_5","SeuratProject",633,33,"il1","AR010","P3"
"53#18#53_5","SeuratProject",2259,34,"il1","AR010","P3"
"53#24#61_5","SeuratProject",1560,29,"il1","AR010","P3"
"53#37#70_5","SeuratProject",633,31,"il1","AR010","P3"
"53#38#58_5","SeuratProject",601,27,"il1","AR010","P3"
"53#40#43_5","SeuratProject",301,18,"il1","AR010","P3"
"53#44#51_5","SeuratProject",275,28,"il1","AR010","P3"
"53#45#69_5","SeuratProject",623,25,"il1","AR010","P3"
"53#49#16_5","SeuratProject",676,28,"il1","AR010","P3"
"53#56#22_5","SeuratProject",241,22,"il1","AR010","P3"
"53#65#43_5","SeuratProject",288,17,"il1","AR010","P3"
"53#65#49_5","SeuratProject",339,21,"il1","AR010","P3"
"53#68#56_5","SeuratProject",255,28,"il1","AR010","P3"
"53#85#34_5","SeuratProject",343,20,"il1","AR010","P3"
"53#87#44_5","SeuratProject",958,32,"il1","AR010","P3"
"54#12#53_5","SeuratProject",256,26,"il1","AR010","P3"
"54#17#68_5","SeuratProject",1408,37,"il1","AR010","P3"
"54#20#10_5","SeuratProject",1744,32,"il1","AR010","P3"
"54#23#19_5","SeuratProject",3816,38,"il1","AR010","P3"
"54#32#23_5","SeuratProject",159,22,"il1","AR010","P3"
"54#32#34_5","SeuratProject",93,20,"il1","AR010","P3"
"54#43#63_5","SeuratProject",294,25,"il1","AR010","P3"
"54#44#2_5","SeuratProject",1318,32,"il1","AR010","P3"
"54#47#76_5","SeuratProject",2060,33,"il1","AR010","P3"
"54#56#42_5","SeuratProject",851,32,"il1","AR010","P3"
"54#62#1_5","SeuratProject",214,23,"il1","AR010","P3"
"54#65#54_5","SeuratProject",123,23,"il1","AR010","P3"
"54#84#83_5","SeuratProject",301,29,"il1","AR010","P3"
"55#11#65_5","SeuratProject",244,25,"il1","AR010","P3"
"55#16#34_5","SeuratProject",1751,31,"il1","AR010","P3"
"55#17#45_5","SeuratProject",132,17,"il1","AR010","P3"
"55#24#47_5","SeuratProject",296,22,"il1","AR010","P3"
"55#36#79_5","SeuratProject",1659,36,"il1","AR010","P3"
"55#45#62_5","SeuratProject",565,25,"il1","AR010","P3"
"55#57#5_5","SeuratProject",180,23,"il1","AR010","P3"
"55#6#89_5","SeuratProject",267,27,"il1","AR010","P3"
"55#61#17_5","SeuratProject",256,19,"il1","AR010","P3"
"55#7#42_5","SeuratProject",428,23,"il1","AR010","P3"
"55#86#42_5","SeuratProject",208,21,"il1","AR010","P3"
"55#89#7_5","SeuratProject",188,22,"il1","AR010","P3"
"55#92#7_5","SeuratProject",1377,35,"il1","AR010","P3"
"56#1#15_5","SeuratProject",216,26,"il1","AR010","P3"
"56#19#16_5","SeuratProject",235,28,"il1","AR010","P3"
"56#20#54_5","SeuratProject",537,35,"il1","AR010","P3"
"56#22#55_5","SeuratProject",579,32,"il1","AR010","P3"
"56#24#42_5","SeuratProject",565,28,"il1","AR010","P3"
"56#24#44_5","SeuratProject",736,28,"il1","AR010","P3"
"56#28#8_5","SeuratProject",530,29,"il1","AR010","P3"
"56#40#66_5","SeuratProject",4349,36,"il1","AR010","P3"
"56#43#94_5","SeuratProject",154,22,"il1","AR010","P3"
"56#46#76_5","SeuratProject",344,24,"il1","AR010","P3"
"56#5#5_5","SeuratProject",191,19,"il1","AR010","P3"
"56#55#19_5","SeuratProject",203,26,"il1","AR010","P3"
"56#68#21_5","SeuratProject",345,26,"il1","AR010","P3"
"56#68#53_5","SeuratProject",1353,28,"il1","AR010","P3"
"56#70#81_5","SeuratProject",1203,33,"il1","AR010","P3"
"56#79#42_5","SeuratProject",432,31,"il1","AR010","P3"
"56#82#28_5","SeuratProject",305,30,"il1","AR010","P3"
"56#89#58_5","SeuratProject",308,28,"il1","AR010","P3"
"57#10#1_5","SeuratProject",607,28,"il1","AR010","P3"
"57#19#90_5","SeuratProject",231,25,"il1","AR010","P3"
"57#20#95_5","SeuratProject",216,22,"il1","AR010","P3"
"57#33#68_5","SeuratProject",279,20,"il1","AR010","P3"
"57#35#15_5","SeuratProject",142,23,"il1","AR010","P3"
"57#46#78_5","SeuratProject",358,25,"il1","AR010","P3"
"57#52#15_5","SeuratProject",365,26,"il1","AR010","P3"
"57#62#52_5","SeuratProject",2372,33,"il1","AR010","P3"
"57#63#13_5","SeuratProject",528,33,"il1","AR010","P3"
"57#7#25_5","SeuratProject",426,29,"il1","AR010","P3"
"57#70#38_5","SeuratProject",761,29,"il1","AR010","P3"
"57#72#60_5","SeuratProject",126,16,"il1","AR010","P3"
"57#79#34_5","SeuratProject",626,29,"il1","AR010","P3"
"57#79#79_5","SeuratProject",1518,32,"il1","AR010","P3"
"57#9#44_5","SeuratProject",446,32,"il1","AR010","P3"
"57#93#83_5","SeuratProject",354,25,"il1","AR010","P3"
"58#1#15_5","SeuratProject",461,29,"il1","AR010","P3"
"58#12#60_5","SeuratProject",280,30,"il1","AR010","P3"
"58#22#49_5","SeuratProject",141,22,"il1","AR010","P3"
"58#22#80_5","SeuratProject",178,13,"il1","AR010","P3"
"58#3#33_5","SeuratProject",1499,33,"il1","AR010","P3"
"58#35#48_5","SeuratProject",905,21,"il1","AR010","P3"
"58#42#89_5","SeuratProject",184,20,"il1","AR010","P3"
"58#43#16_5","SeuratProject",121,16,"il1","AR010","P3"
"58#51#37_5","SeuratProject",511,27,"il1","AR010","P3"
"58#55#15_5","SeuratProject",995,28,"il1","AR010","P3"
"58#57#39_5","SeuratProject",1603,36,"il1","AR010","P3"
"58#58#50_5","SeuratProject",1261,33,"il1","AR010","P3"
"58#59#3_5","SeuratProject",4018,36,"il1","AR010","P3"
"58#60#7_5","SeuratProject",227,25,"il1","AR010","P3"
"58#67#13_5","SeuratProject",1053,30,"il1","AR010","P3"
"58#69#21_5","SeuratProject",263,21,"il1","AR010","P3"
"58#69#7_5","SeuratProject",406,19,"il1","AR010","P3"
"58#72#17_5","SeuratProject",511,29,"il1","AR010","P3"
"58#77#17_5","SeuratProject",1254,32,"il1","AR010","P3"
"58#90#49_5","SeuratProject",406,16,"il1","AR010","P3"
"59#10#65_5","SeuratProject",659,27,"il1","AR010","P3"
"59#10#77_5","SeuratProject",132,15,"il1","AR010","P3"
"59#11#5_5","SeuratProject",200,26,"il1","AR010","P3"
"59#17#31_5","SeuratProject",678,27,"il1","AR010","P3"
"59#3#4_5","SeuratProject",450,26,"il1","AR010","P3"
"59#40#11_5","SeuratProject",1472,32,"il1","AR010","P3"
"59#42#1_5","SeuratProject",328,20,"il1","AR010","P3"
"59#44#16_5","SeuratProject",408,25,"il1","AR010","P3"
"59#46#37_5","SeuratProject",446,30,"il1","AR010","P3"
"59#51#54_5","SeuratProject",1127,34,"il1","AR010","P3"
"59#55#10_5","SeuratProject",137,18,"il1","AR010","P3"
"59#65#75_5","SeuratProject",533,26,"il1","AR010","P3"
"59#65#8_5","SeuratProject",784,30,"il1","AR010","P3"
"59#82#1_5","SeuratProject",245,24,"il1","AR010","P3"
"59#83#12_5","SeuratProject",712,31,"il1","AR010","P3"
"59#83#40_5","SeuratProject",424,24,"il1","AR010","P3"
"59#83#69_5","SeuratProject",175,26,"il1","AR010","P3"
"6#17#33_5","SeuratProject",70,14,"il1","AR010","P3"
"6#21#12_5","SeuratProject",1554,32,"il1","AR010","P3"
"6#25#49_5","SeuratProject",122,17,"il1","AR010","P3"
"6#31#55_5","SeuratProject",554,24,"il1","AR010","P3"
"6#37#11_5","SeuratProject",220,25,"il1","AR010","P3"
"6#38#2_5","SeuratProject",543,31,"il1","AR010","P3"
"6#44#25_5","SeuratProject",123,22,"il1","AR010","P3"
"6#46#55_5","SeuratProject",182,20,"il1","AR010","P3"
"6#58#35_5","SeuratProject",122,18,"il1","AR010","P3"
"6#60#60_5","SeuratProject",348,23,"il1","AR010","P3"
"6#64#7_5","SeuratProject",272,20,"il1","AR010","P3"
"6#68#25_5","SeuratProject",942,35,"il1","AR010","P3"
"6#7#12_5","SeuratProject",166,25,"il1","AR010","P3"
"6#78#13_5","SeuratProject",181,23,"il1","AR010","P3"
"6#85#7_5","SeuratProject",196,24,"il1","AR010","P3"
"6#90#23_5","SeuratProject",120,24,"il1","AR010","P3"
"6#93#66_5","SeuratProject",121,20,"il1","AR010","P3"
"60#12#92_5","SeuratProject",253,20,"il1","AR010","P3"
"60#14#68_5","SeuratProject",586,29,"il1","AR010","P3"
"60#25#38_5","SeuratProject",1005,28,"il1","AR010","P3"
"60#32#79_5","SeuratProject",217,26,"il1","AR010","P3"
"60#38#73_5","SeuratProject",160,26,"il1","AR010","P3"
"60#56#1_5","SeuratProject",526,24,"il1","AR010","P3"
"60#65#64_5","SeuratProject",520,26,"il1","AR010","P3"
"60#81#10_5","SeuratProject",360,23,"il1","AR010","P3"
"60#9#71_5","SeuratProject",432,20,"il1","AR010","P3"
"60#91#68_5","SeuratProject",467,31,"il1","AR010","P3"
"60#94#87_5","SeuratProject",307,29,"il1","AR010","P3"
"61#11#85_5","SeuratProject",466,33,"il1","AR010","P3"
"61#16#62_5","SeuratProject",695,28,"il1","AR010","P3"
"61#17#6_5","SeuratProject",425,32,"il1","AR010","P3"
"61#19#23_5","SeuratProject",228,22,"il1","AR010","P3"
"61#19#33_5","SeuratProject",750,35,"il1","AR010","P3"
"61#23#54_5","SeuratProject",365,28,"il1","AR010","P3"
"61#25#55_5","SeuratProject",380,28,"il1","AR010","P3"
"61#27#13_5","SeuratProject",348,19,"il1","AR010","P3"
"61#43#7_5","SeuratProject",174,17,"il1","AR010","P3"
"61#47#44_5","SeuratProject",249,23,"il1","AR010","P3"
"61#49#18_5","SeuratProject",510,26,"il1","AR010","P3"
"61#49#59_5","SeuratProject",454,23,"il1","AR010","P3"
"61#51#3_5","SeuratProject",538,27,"il1","AR010","P3"
"61#60#28_5","SeuratProject",383,30,"il1","AR010","P3"
"61#62#38_5","SeuratProject",127,23,"il1","AR010","P3"
"61#66#78_5","SeuratProject",163,20,"il1","AR010","P3"
"61#70#3_5","SeuratProject",543,29,"il1","AR010","P3"
"61#73#17_5","SeuratProject",283,27,"il1","AR010","P3"
"61#74#45_5","SeuratProject",215,26,"il1","AR010","P3"
"61#8#47_5","SeuratProject",313,31,"il1","AR010","P3"
"61#83#92_5","SeuratProject",390,24,"il1","AR010","P3"
"61#88#8_5","SeuratProject",2991,40,"il1","AR010","P3"
"62#15#14_5","SeuratProject",350,20,"il1","AR010","P3"
"62#15#25_5","SeuratProject",534,28,"il1","AR010","P3"
"62#17#92_5","SeuratProject",301,23,"il1","AR010","P3"
"62#21#71_5","SeuratProject",275,25,"il1","AR010","P3"
"62#33#27_5","SeuratProject",379,19,"il1","AR010","P3"
"62#35#42_5","SeuratProject",79,16,"il1","AR010","P3"
"62#38#95_5","SeuratProject",390,24,"il1","AR010","P3"
"62#39#73_5","SeuratProject",179,19,"il1","AR010","P3"
"62#45#46_5","SeuratProject",1053,31,"il1","AR010","P3"
"62#47#69_5","SeuratProject",171,23,"il1","AR010","P3"
"62#51#22_5","SeuratProject",159,24,"il1","AR010","P3"
